"HealthCareID","DateRangeStart","DateRangeEnd","SevenDayAdmit","SevenDayAdmitRatePer10"
429,"2021-11-23","2021-11-29",522,6.82
430,"2021-11-24","2021-11-30",526,6.87
431,"2021-11-25","2021-12-01",537,7.01
432,"2021-11-26","2021-12-02",558,7.29
433,"2021-11-27","2021-12-03",589,7.69
434,"2021-11-28","2021-12-04",593,7.75
435,"2021-11-29","2021-12-05",613,8.01
436,"2021-11-30","2021-12-06",609,7.95
437,"2021-12-01","2021-12-07",608,7.94
438,"2021-12-02","2021-12-08",610,7.97
439,"2021-12-03","2021-12-09",603,7.88
440,"2021-12-04","2021-12-10",573,7.48
441,"2021-12-05","2021-12-11",569,7.43
442,"2021-12-06","2021-12-12",556,7.26
443,"2021-12-07","2021-12-13",557,7.28
444,"2021-12-08","2021-12-14",561,7.33
445,"2021-12-09","2021-12-15",545,7.12
446,"2021-12-10","2021-12-16",539,7.04
447,"2021-12-11","2021-12-17",538,7.03
448,"2021-12-12","2021-12-18",561,7.33
449,"2021-12-13","2021-12-19",562,7.34
450,"2021-12-14","2021-12-20",556,7.26
451,"2021-12-15","2021-12-21",564,7.37
452,"2021-12-16","2021-12-22",579,7.56
453,"2021-12-17","2021-12-23",632,8.25
454,"2021-12-18","2021-12-24",663,8.66
455,"2021-12-19","2021-12-25",676,8.83
456,"2021-12-20","2021-12-26",732,9.56
457,"2021-12-21","2021-12-27",774,10.11
458,"2021-12-22","2021-12-28",840,10.97
459,"2021-12-23","2021-12-29",910,11.89
460,"2021-12-24","2021-12-30",1012,13.22
461,"2021-12-25","2021-12-31",1116,14.58
462,"2021-12-26","2022-01-01",1224,15.99
463,"2021-12-27","2022-01-02",1342,17.53
464,"2021-12-28","2022-01-03",1488,19.44
465,"2021-12-29","2022-01-04",1592,20.79
466,"2021-12-30","2022-01-05",1704,22.26
467,"2021-12-31","2022-01-06",1717,22.43
468,"2022-01-01","2022-01-07",1780,23.25
469,"2022-01-02","2022-01-08",1813,23.68
470,"2022-01-03","2022-01-09",1853,24.20
471,"2022-01-04","2022-01-10",1892,24.71
472,"2022-01-05","2022-01-11",1940,25.34
473,"2022-01-06","2022-01-12",1993,26.03
474,"2022-01-07","2022-01-13",2065,26.97
475,"2022-01-08","2022-01-14",2097,27.39
476,"2022-01-09","2022-01-15",2182,28.50
477,"2022-01-10","2022-01-16",2221,29.01
478,"2022-01-11","2022-01-17",2258,29.49
479,"2022-01-12","2022-01-18",2299,30.03
480,"2022-01-13","2022-01-19",2341,30.58
481,"2022-01-14","2022-01-20",2378,31.06
482,"2022-01-15","2022-01-21",2375,31.02
483,"2022-01-16","2022-01-22",2311,30.18
484,"2022-01-17","2022-01-23",2279,29.77
485,"2022-01-18","2022-01-24",2206,28.81
486,"2022-01-19","2022-01-25",2169,28.33
487,"2022-01-20","2022-01-26",2082,27.19
488,"2022-01-21","2022-01-27",2055,26.84
489,"2022-01-22","2022-01-28",2032,26.54
490,"2022-01-23","2022-01-29",1968,25.70
491,"2022-01-24","2022-01-30",1942,25.37
492,"2022-01-25","2022-01-31",1949,25.46
493,"2022-01-26","2022-02-01",1868,24.40
494,"2022-01-27","2022-02-02",1854,24.22
495,"2022-01-28","2022-02-03",1763,23.03
496,"2022-01-29","2022-02-04",1724,22.52
497,"2022-01-30","2022-02-05",1711,22.35
498,"2022-01-31","2022-02-06",1641,21.43
499,"2022-02-01","2022-02-07",1558,20.35
500,"2022-02-02","2022-02-08",1539,20.10
501,"2022-02-03","2022-02-09",1460,19.07
502,"2022-02-04","2022-02-10",1416,18.49
503,"2022-02-05","2022-02-11",1331,17.38
504,"2022-02-06","2022-02-12",1299,16.97
505,"2022-02-07","2022-02-13",1270,16.59
506,"2022-02-08","2022-02-14",1219,15.92
507,"2022-02-09","2022-02-15",1139,14.88
508,"2022-02-10","2022-02-16",1080,14.11
509,"2022-02-11","2022-02-17",1030,13.45
510,"2022-02-12","2022-02-18",988,12.90
511,"2022-02-13","2022-02-19",934,12.20
512,"2022-02-14","2022-02-20",855,11.17
513,"2022-02-15","2022-02-21",804,10.50
514,"2022-02-16","2022-02-22",768,10.03
515,"2022-02-17","2022-02-23",726,9.48
516,"2022-02-18","2022-02-24",690,9.01
517,"2022-02-19","2022-02-25",656,8.57
518,"2022-02-20","2022-02-26",618,8.07
519,"2022-02-21","2022-02-27",610,7.97
520,"2022-02-22","2022-02-28",574,7.50
521,"2022-02-23","2022-03-01",554,7.24
522,"2022-02-24","2022-03-02",540,7.05
523,"2022-02-25","2022-03-03",522,6.82
524,"2022-02-26","2022-03-04",508,6.64
525,"2022-02-27","2022-03-05",502,6.56
526,"2022-02-28","2022-03-06",483,6.31
527,"2022-03-01","2022-03-07",464,6.06
528,"2022-03-02","2022-03-08",436,5.69
529,"2022-03-03","2022-03-09",421,5.50
530,"2022-03-04","2022-03-10",385,5.03
531,"2022-03-05","2022-03-11",371,4.85
532,"2022-03-06","2022-03-12",345,4.51
533,"2022-03-07","2022-03-13",330,4.31
534,"2022-03-08","2022-03-14",319,4.17
535,"2022-03-09","2022-03-15",302,3.94
536,"2022-03-10","2022-03-16",282,3.68
537,"2022-03-11","2022-03-17",257,3.36
538,"2022-03-12","2022-03-18",252,3.29
539,"2022-03-13","2022-03-19",256,3.34
540,"2022-03-14","2022-03-20",243,3.17
541,"2022-03-15","2022-03-21",239,3.12
542,"2022-03-16","2022-03-22",234,3.06
543,"2022-03-17","2022-03-23",231,3.02
544,"2022-03-18","2022-03-24",228,2.98
545,"2022-03-19","2022-03-25",217,2.83
546,"2022-03-20","2022-03-26",220,2.87
547,"2022-03-21","2022-03-27",220,2.87
548,"2022-03-22","2022-03-28",213,2.78
549,"2022-03-23","2022-03-29",214,2.80
550,"2022-03-24","2022-03-30",213,2.78
551,"2022-03-25","2022-03-31",216,2.82
552,"2022-03-26","2022-04-01",223,2.91
553,"2022-03-27","2022-04-02",212,2.77
554,"2022-03-28","2022-04-03",199,2.60
555,"2022-03-29","2022-04-04",202,2.64
556,"2022-03-30","2022-04-05",186,2.43
557,"2022-03-31","2022-04-06",188,2.46
558,"2022-04-01","2022-04-07",190,2.48
559,"2022-04-02","2022-04-08",200,2.61
560,"2022-04-03","2022-04-09",222,2.90
561,"2022-04-04","2022-04-10",228,2.98
562,"2022-04-05","2022-04-11",235,3.07
563,"2022-04-06","2022-04-12",247,3.23
564,"2022-04-07","2022-04-13",241,3.15
565,"2022-04-08","2022-04-14",257,3.36
566,"2022-04-09","2022-04-15",238,3.11
567,"2022-04-10","2022-04-16",240,3.13
568,"2022-04-11","2022-04-17",269,3.51
569,"2022-04-12","2022-04-18",276,3.60
570,"2022-04-13","2022-04-19",303,3.96
571,"2022-04-14","2022-04-20",311,4.06
572,"2022-04-15","2022-04-21",319,4.17
573,"2022-04-16","2022-04-22",348,4.55
574,"2022-04-17","2022-04-23",340,4.44
575,"2022-04-18","2022-04-24",326,4.26
576,"2022-04-19","2022-04-25",367,4.79
577,"2022-04-20","2022-04-26",383,5.00
578,"2022-04-21","2022-04-27",411,5.37
579,"2022-04-22","2022-04-28",405,5.29
580,"2022-04-23","2022-04-29",394,5.15
581,"2022-04-24","2022-04-30",407,5.32
582,"2022-04-25","2022-05-01",413,5.39
583,"2022-04-26","2022-05-02",376,4.91
584,"2022-04-27","2022-05-03",365,4.77
585,"2022-04-28","2022-05-04",350,4.57
586,"2022-04-29","2022-05-05",362,4.73
587,"2022-04-30","2022-05-06",367,4.79
588,"2022-05-01","2022-05-07",364,4.75
589,"2022-05-02","2022-05-08",364,4.75
590,"2022-05-03","2022-05-09",372,4.86
591,"2022-05-04","2022-05-10",365,4.77
592,"2022-05-05","2022-05-11",373,4.87
593,"2022-05-06","2022-05-12",374,4.88
594,"2022-05-07","2022-05-13",393,5.13
595,"2022-05-08","2022-05-14",418,5.46
596,"2022-05-09","2022-05-15",431,5.63
597,"2022-05-10","2022-05-16",431,5.63
598,"2022-05-11","2022-05-17",460,6.01
599,"2022-05-12","2022-05-18",474,6.19
600,"2022-05-13","2022-05-19",495,6.47
601,"2022-05-14","2022-05-20",494,6.45
602,"2022-05-15","2022-05-21",481,6.28
603,"2022-05-16","2022-05-22",494,6.45
604,"2022-05-17","2022-05-23",507,6.62
605,"2022-05-18","2022-05-24",497,6.49
606,"2022-05-19","2022-05-25",507,6.62
607,"2022-05-20","2022-05-26",508,6.64
608,"2022-05-21","2022-05-27",520,6.79
609,"2022-05-22","2022-05-28",518,6.77
610,"2022-05-23","2022-05-29",526,6.87
611,"2022-05-24","2022-05-30",523,6.83
612,"2022-05-25","2022-05-31",540,7.05
613,"2022-05-26","2022-06-01",547,7.14
614,"2022-05-27","2022-06-02",545,7.12
615,"2022-05-28","2022-06-03",560,7.31
616,"2022-05-29","2022-06-04",561,7.33
617,"2022-05-30","2022-06-05",564,7.37
618,"2022-05-31","2022-06-06",564,7.37
619,"2022-06-01","2022-06-07",570,7.44
620,"2022-06-02","2022-06-08",555,7.25
621,"2022-06-03","2022-06-09",564,7.37
622,"2022-06-04","2022-06-10",546,7.13
623,"2022-06-05","2022-06-11",554,7.24
624,"2022-06-06","2022-06-12",546,7.13
625,"2022-06-07","2022-06-13",546,7.13
626,"2022-06-08","2022-06-14",547,7.14
627,"2022-06-09","2022-06-15",548,7.16
628,"2022-06-10","2022-06-16",548,7.16
629,"2022-06-11","2022-06-17",563,7.35
630,"2022-06-12","2022-06-18",578,7.55
631,"2022-06-13","2022-06-19",581,7.59
632,"2022-06-14","2022-06-20",565,7.38
633,"2022-06-15","2022-06-21",573,7.48
634,"2022-06-16","2022-06-22",601,7.85
635,"2022-06-17","2022-06-23",622,8.12
636,"2022-06-18","2022-06-24",642,8.39
637,"2022-06-19","2022-06-25",646,8.44
638,"2022-06-20","2022-06-26",672,8.78
639,"2022-06-21","2022-06-27",740,9.67
640,"2022-06-22","2022-06-28",748,9.77
641,"2022-06-23","2022-06-29",738,9.64
642,"2022-06-24","2022-06-30",736,9.61
643,"2022-06-25","2022-07-01",733,9.57
644,"2022-06-26","2022-07-02",743,9.70
645,"2022-06-27","2022-07-03",731,9.55
646,"2022-06-28","2022-07-04",702,9.17
647,"2022-06-29","2022-07-05",706,9.22
648,"2022-06-30","2022-07-06",737,9.63
649,"2022-07-01","2022-07-07",778,10.16
650,"2022-07-02","2022-07-08",788,10.29
651,"2022-07-03","2022-07-09",770,10.06
652,"2022-07-04","2022-07-10",790,10.32
653,"2022-07-05","2022-07-11",824,10.76
654,"2022-07-06","2022-07-12",818,10.68
655,"2022-07-07","2022-07-13",822,10.74
656,"2022-07-08","2022-07-14",807,10.54
657,"2022-07-09","2022-07-15",802,10.48
658,"2022-07-10","2022-07-16",841,10.98
659,"2022-07-11","2022-07-17",836,10.92
660,"2022-07-12","2022-07-18",832,10.87
661,"2022-07-13","2022-07-19",859,11.22
662,"2022-07-14","2022-07-20",851,11.12
663,"2022-07-15","2022-07-21",861,11.25
664,"2022-07-16","2022-07-22",837,10.93
665,"2022-07-17","2022-07-23",805,10.51
666,"2022-07-18","2022-07-24",795,10.38
667,"2022-07-19","2022-07-25",770,10.06
668,"2022-07-20","2022-07-26",753,9.84
669,"2022-07-21","2022-07-27",709,9.26
670,"2022-07-22","2022-07-28",673,8.79
671,"2022-07-23","2022-07-29",687,8.97
672,"2022-07-24","2022-07-30",681,8.89
673,"2022-07-25","2022-07-31",668,8.72
674,"2022-07-26","2022-08-01",669,8.74
675,"2022-07-27","2022-08-02",643,8.40
676,"2022-07-28","2022-08-03",647,8.45
677,"2022-07-29","2022-08-04",628,8.20
678,"2022-07-30","2022-08-05",620,8.10
679,"2022-07-31","2022-08-06",608,7.94
680,"2022-08-01","2022-08-07",613,8.01
681,"2022-08-02","2022-08-08",610,7.97
682,"2022-08-03","2022-08-09",594,7.76
683,"2022-08-04","2022-08-10",590,7.71
684,"2022-08-05","2022-08-11",603,7.88
685,"2022-08-06","2022-08-12",584,7.63
686,"2022-08-07","2022-08-13",594,7.76
687,"2022-08-08","2022-08-14",574,7.50
688,"2022-08-09","2022-08-15",558,7.29
689,"2022-08-10","2022-08-16",538,7.03
690,"2022-08-11","2022-08-17",534,6.97
691,"2022-08-12","2022-08-18",519,6.78
692,"2022-08-13","2022-08-19",542,7.08
693,"2022-08-14","2022-08-20",516,6.74
694,"2022-08-15","2022-08-21",519,6.78
695,"2022-08-16","2022-08-22",518,6.77
696,"2022-08-17","2022-08-23",519,6.78
697,"2022-08-18","2022-08-24",503,6.57
698,"2022-08-19","2022-08-25",494,6.45
699,"2022-08-20","2022-08-26",473,6.18
700,"2022-08-21","2022-08-27",492,6.43
701,"2022-08-22","2022-08-28",496,6.48
702,"2022-08-23","2022-08-29",483,6.31
703,"2022-08-24","2022-08-30",510,6.66
704,"2022-08-25","2022-08-31",519,6.78
705,"2022-08-26","2022-09-01",495,6.47
706,"2022-08-27","2022-09-02",486,6.35
707,"2022-08-28","2022-09-03",479,6.26
708,"2022-08-29","2022-09-04",461,6.02
709,"2022-08-30","2022-09-05",449,5.86
710,"2022-08-31","2022-09-06",438,5.72
711,"2022-09-01","2022-09-07",437,5.71
712,"2022-09-02","2022-09-08",453,5.92
713,"2022-09-03","2022-09-09",441,5.76
714,"2022-09-04","2022-09-10",407,5.32
715,"2022-09-05","2022-09-11",397,5.19
716,"2022-09-06","2022-09-12",399,5.21
717,"2022-09-07","2022-09-13",379,4.95
718,"2022-09-08","2022-09-14",392,5.12
719,"2022-09-09","2022-09-15",388,5.07
720,"2022-09-10","2022-09-16",395,5.16
721,"2022-09-11","2022-09-17",416,5.43
722,"2022-09-12","2022-09-18",423,5.52
723,"2022-09-13","2022-09-19",424,5.54
724,"2022-09-14","2022-09-20",450,5.88
725,"2022-09-15","2022-09-21",425,5.55
726,"2022-09-16","2022-09-22",432,5.64
727,"2022-09-17","2022-09-23",423,5.52
728,"2022-09-18","2022-09-24",447,5.84
729,"2022-09-19","2022-09-25",441,5.76
730,"2022-09-20","2022-09-26",448,5.85
731,"2022-09-21","2022-09-27",432,5.64
732,"2022-09-22","2022-09-28",438,5.72
733,"2022-09-23","2022-09-29",432,5.64
734,"2022-09-24","2022-09-30",414,5.41
735,"2022-09-25","2022-10-01",383,5.00
736,"2022-09-26","2022-10-02",376,4.91
737,"2022-09-27","2022-10-03",369,4.82
738,"2022-09-28","2022-10-04",366,4.78
739,"2022-09-29","2022-10-05",356,4.65
740,"2022-09-30","2022-10-06",333,4.35
741,"2022-10-01","2022-10-07",326,4.26
742,"2022-10-02","2022-10-08",306,4.00
743,"2022-10-03","2022-10-09",303,3.96
744,"2022-10-04","2022-10-10",301,3.93
745,"2022-10-05","2022-10-11",286,3.74
746,"2022-10-06","2022-10-12",276,3.60
747,"2022-10-07","2022-10-13",277,3.62
748,"2022-10-08","2022-10-14",294,3.84
749,"2022-10-09","2022-10-15",311,4.06
750,"2022-10-10","2022-10-16",299,3.91
751,"2022-10-11","2022-10-17",269,3.51
752,"2022-10-12","2022-10-18",243,3.17
753,"2022-10-13","2022-10-19",245,3.20
754,"2022-10-14","2022-10-20",250,3.27
755,"2022-10-15","2022-10-21",243,3.17
756,"2022-10-16","2022-10-22",229,2.99
757,"2022-10-17","2022-10-23",241,3.15
758,"2022-10-18","2022-10-24",260,3.40
759,"2022-10-19","2022-10-25",292,3.81
760,"2022-10-20","2022-10-26",295,3.85
761,"2022-10-21","2022-10-27",294,3.84
762,"2022-10-22","2022-10-28",305,3.98
763,"2022-10-23","2022-10-29",314,4.10
764,"2022-10-24","2022-10-30",317,4.14
765,"2022-10-25","2022-10-31",306,4.00
766,"2022-10-26","2022-11-01",298,3.89
767,"2022-10-27","2022-11-02",291,3.80
768,"2022-10-28","2022-11-03",299,3.91
769,"2022-10-29","2022-11-04",298,3.89
770,"2022-10-30","2022-11-05",306,4.00
771,"2022-10-31","2022-11-06",307,4.01
772,"2022-11-01","2022-11-07",312,4.08
773,"2022-11-02","2022-11-08",305,3.98
774,"2022-11-03","2022-11-09",310,4.05
775,"2022-11-04","2022-11-10",280,3.66
776,"2022-11-05","2022-11-11",261,3.41
777,"2022-11-06","2022-11-12",260,3.40
778,"2022-11-07","2022-11-13",261,3.41
779,"2022-11-08","2022-11-14",266,3.47
780,"2022-11-09","2022-11-15",275,3.59
781,"2022-11-10","2022-11-16",276,3.60
782,"2022-11-11","2022-11-17",301,3.93
783,"2022-11-12","2022-11-18",320,4.18
784,"2022-11-13","2022-11-19",330,4.31
785,"2022-11-14","2022-11-20",318,4.15
786,"2022-11-15","2022-11-21",329,4.30
787,"2022-11-16","2022-11-22",336,4.39
788,"2022-11-17","2022-11-23",351,4.58
789,"2022-11-18","2022-11-24",362,4.73
790,"2022-11-19","2022-11-25",351,4.58
791,"2022-11-20","2022-11-26",357,4.66
792,"2022-11-21","2022-11-27",384,5.02
793,"2022-11-22","2022-11-28",389,5.08
794,"2022-11-23","2022-11-29",404,5.28
795,"2022-11-24","2022-11-30",415,5.42
796,"2022-11-25","2022-12-01",413,5.39
797,"2022-11-26","2022-12-02",442,5.77
798,"2022-11-27","2022-12-03",418,5.46
799,"2022-11-28","2022-12-04",412,5.38
800,"2022-11-29","2022-12-05",402,5.25
801,"2022-11-30","2022-12-06",399,5.21
802,"2022-12-01","2022-12-07",400,5.22
803,"2022-12-02","2022-12-08",389,5.08
804,"2022-12-03","2022-12-09",384,5.02
805,"2022-12-04","2022-12-10",391,5.11
806,"2022-12-05","2022-12-11",379,4.95
807,"2022-12-06","2022-12-12",394,5.15
808,"2022-12-07","2022-12-13",378,4.94
809,"2022-12-08","2022-12-14",359,4.69
810,"2022-12-09","2022-12-15",358,4.68
811,"2022-12-10","2022-12-16",361,4.72
812,"2022-12-11","2022-12-17",372,4.86
813,"2022-12-12","2022-12-18",379,4.95
814,"2022-12-13","2022-12-19",394,5.15
815,"2022-12-14","2022-12-20",407,5.32
816,"2022-12-15","2022-12-21",419,5.47
817,"2022-12-16","2022-12-22",434,5.67
818,"2022-12-17","2022-12-23",423,5.52
819,"2022-12-18","2022-12-24",422,5.51
820,"2022-12-19","2022-12-25",422,5.51
821,"2022-12-20","2022-12-26",402,5.25
822,"2022-12-21","2022-12-27",384,5.02
823,"2022-12-22","2022-12-28",378,4.94
824,"2022-12-23","2022-12-29",390,5.09
825,"2022-12-24","2022-12-30",404,5.28
826,"2022-12-25","2022-12-31",404,5.28
827,"2022-12-26","2023-01-01",425,5.55
828,"2022-12-27","2023-01-02",430,5.62
829,"2022-12-28","2023-01-03",462,6.03
830,"2022-12-29","2023-01-04",465,6.07
831,"2022-12-30","2023-01-05",464,6.06
832,"2022-12-31","2023-01-06",454,5.93
833,"2023-01-01","2023-01-07",455,5.94
834,"2023-01-02","2023-01-08",444,5.80
835,"2023-01-03","2023-01-09",421,5.50
836,"2023-01-04","2023-01-10",412,5.38
837,"2023-01-05","2023-01-11",416,5.43
838,"2023-01-06","2023-01-12",397,5.19
839,"2023-01-07","2023-01-13",396,5.17
840,"2023-01-08","2023-01-14",407,5.32
841,"2023-01-09","2023-01-15",395,5.16
842,"2023-01-10","2023-01-16",423,5.52
843,"2023-01-11","2023-01-17",416,5.43
844,"2023-01-12","2023-01-18",421,5.50
845,"2023-01-13","2023-01-19",416,5.43
846,"2023-01-14","2023-01-20",419,5.47
847,"2023-01-15","2023-01-21",408,5.33
848,"2023-01-16","2023-01-22",407,5.32
849,"2023-01-17","2023-01-23",390,5.09
850,"2023-01-18","2023-01-24",385,5.03
851,"2023-01-19","2023-01-25",364,4.75
852,"2023-01-20","2023-01-26",376,4.91
853,"2023-01-21","2023-01-27",372,4.86
854,"2023-01-22","2023-01-28",369,4.82
855,"2023-01-23","2023-01-29",369,4.82
856,"2023-01-24","2023-01-30",363,4.74
857,"2023-01-25","2023-01-31",305,3.98
